Inherent_Vice,0,1
Inherent_Vice,0,2
Inherent_Vice,1,2
It_Chapter_Two,0,1
It_Chapter_Two,0,2
It_Chapter_Two,1,2
Jake_Paul,0,1
Jake_Paul,0,2
Jake_Paul,1,2
Jason_Momoa,0,1
Jason_Momoa,0,2
Jason_Momoa,1,2
Jeffrey_Epstein,0,1
Jeffrey_Epstein,0,2
Jeffrey_Epstein,1,2
Jimmy_Hoffa,0,1
Jimmy_Hoffa,0,2
Jimmy_Hoffa,1,2
Jimmy_Wales,0,1
Jimmy_Wales,0,2
Jimmy_Wales,1,2
Joaquin_Phoenix,0,1
Joaquin_Phoenix,0,2
Joaquin_Phoenix,1,2
Jodhi_May,0,1
Jodhi_May,0,2
Jodhi_May,1,2
Joey_King,0,1
Joey_King,0,2
Joey_King,1,2
Joe_Pesci,0,1
Joe_Pesci,0,2
Joe_Pesci,1,2
Joker_(2019_film),0,1
Joker_(2019_film),0,2
Joker_(2019_film),1,2
Jordan_Peele,0,1
Just_Dance_(song),0,1
Just_Dance_(song),0,2
Just_Dance_(song),1,2
Karl_Lagerfeld,0,1
Karl_Lagerfeld,0,2
Karl_Lagerfeld,1,2
Keanu_Reeves,0,1
Keanu_Reeves,0,2
Keanu_Reeves,1,2
Keith_Richards,0,1
Keith_Richards,0,2
Keith_Richards,1,2
Kevin_Costner,0,1
Kevin_Costner,0,2
Kevin_Costner,1,2
Killing_of_Harambe,0,1
Lady_Gaga,0,1
Lady_Gaga,0,2
Lady_Gaga,1,2
Leonardo_DiCaprio,0,1
Leonardo_DiCaprio,0,2
Leonardo_DiCaprio,1,2
Lionel_Messi,0,1
Lionel_Messi,0,2
Lionel_Messi,1,2
List_of_awards_and_nominations_received_by_Lady_Gaga,0,1
List_of_Bollywood_films_of_2019,0,1
List_of_Bollywood_films_of_2019,0,2
List_of_Bollywood_films_of_2019,1,2
List_of_highest-grossing_films,0,1
List_of_highest-grossing_films,0,2
List_of_highest-grossing_films,1,2
List_of_Marvel_Cinematic_Universe_films,0,1
List_of_Marvel_Cinematic_Universe_films,0,2
List_of_Marvel_Cinematic_Universe_films,1,2
List_of_murdered_hip_hop_musicians,0,1
List_of_murdered_hip_hop_musicians,0,2
List_of_murdered_hip_hop_musicians,1,2
Liverpool_F,0,1
Liverpool_F,0,2
Liverpool_F,1,2
Live_Aid,0,1
LoveGame,0,1
LoveGame,0,2
LoveGame,1,2
Luke_Perry,0,1
Luke_Perry,0,2
Luke_Perry,1,2
Made_in_England_(Elton_John_album),0,1
Madman_Across_the_Water,0,1
Madman_Across_the_Water,0,2
Madman_Across_the_Water,1,2
Marie_Fredriksson,0,1
Marie_Fredriksson,0,2
Marie_Fredriksson,1,2
Marlon_Brando,0,1
Marlon_Brando,0,2
Marlon_Brando,1,2
Martin_Scorsese,0,1
Martin_Scorsese,0,2
Martin_Scorsese,1,2
Marvel_Cinematic_Universe,0,1
Marvel_Cinematic_Universe,0,2
Marvel_Cinematic_Universe,1,2
Marvel_Studios,0,1
Me_(book),0,1
Me_(book),0,2
Me_(book),1,2
Mr,0,1
Mr,0,2
Mr,1,2
Murder_of_Dee_Dee_Blanchard,0,1
Murder_of_Dee_Dee_Blanchard,0,2
Murder_of_Dee_Dee_Blanchard,1,2
Musical,0,1
Musical,0,2
Musical,1,2
Mysterio,0,1
Narendra_Modi,0,1
Narendra_Modi,0,2
Narendra_Modi,1,2
Netflix,0,1
Netflix,0,2
Netflix,1,2
Nipsey_Hussle,0,1
Nipsey_Hussle,0,2
Nipsey_Hussle,1,2
North_Korea,0,1
North_Korea,0,2
North_Korea,1,2
Notre-Dame_de_Paris_fire,0,1
Notre-Dame_de_Paris_fire,0,2
Notre-Dame_de_Paris_fire,1,2
No_One_Like_You,0,1
No_One_Like_You,0,2
No_One_Like_You,1,2
No_Time_to_Die,0,1
No_Time_to_Die,0,2
No_Time_to_Die,1,2
Old_Town_Road,0,1
Old_Town_Road,0,2
Old_Town_Road,1,2
Once_Upon_a_Time_in_Hollywood,0,1
Once_Upon_a_Time_in_Hollywood,0,2
Once_Upon_a_Time_in_Hollywood,1,2
Paparazzi_(Lady_Gaga_song),0,1
Paparazzi_(Lady_Gaga_song),0,2
Paparazzi_(Lady_Gaga_song),1,2
Patricia_Arquette,0,1
Patricia_Arquette,0,2
Patricia_Arquette,1,2
PayPal,0,1
PayPal,0,2
PayPal,1,2
Pedro_Pascal,0,1
Pedro_Pascal,0,2
Pedro_Pascal,1,2
Perform_This_Way,0,1
Perform_This_Way,0,2
Perform_This_Way,1,2
PewDiePie,0,1
PewDiePie,0,2
PewDiePie,1,2
Pinocchio_(1940_film),0,1
Pinocchio_(1940_film),0,2
Pinocchio_(1940_film),1,2
Play_the_Game_(song),0,1
Play_the_Game_(song),0,2
Play_the_Game_(song),1,2
Poker_Face_(Lady_Gaga_song),0,1
Premier_League,0,1
Pripyat,0,1
Pripyat,0,2
Pripyat,1,2
Queen_(band),0,1
Queen_(band),0,2
Queen_(band),1,2
"Rachel,_Jack_and_Ashley_Too",0,1
"Rachel,_Jack_and_Ashley_Too",0,2
"Rachel,_Jack_and_Ashley_Too",1,2
Radio_Ga_Ga,0,1
Radio_Ga_Ga,0,2
Radio_Ga_Ga,1,2
Rami_Malek,0,1
Rami_Malek,0,2
Rami_Malek,1,2
Rashida_Tlaib,0,1
Ric_Ocasek,0,1
Ric_Ocasek,0,2
Ric_Ocasek,1,2
River_Phoenix,0,1
River_Phoenix,0,2
River_Phoenix,1,2
Robert_De_Niro,0,1
Robert_De_Niro,0,2
Robert_De_Niro,1,2
Robin_Williams,0,1
Robin_Williams,0,2
Robin_Williams,1,2
Rocketman_(film),0,1
Rocketman_(film),0,2
Rocketman_(film),1,2
Rocket_Man_(song),0,1
Rocket_Man_(song),0,2
Rocket_Man_(song),1,2
Rogue_One,0,1
Ronaldo_(Brazilian_footballer),0,1
Ronaldo_(Brazilian_footballer),0,2
Ronaldo_(Brazilian_footballer),1,2
Russell_Bufalino,0,1
Russell_Bufalino,0,2
Russell_Bufalino,1,2
Rutger_Hauer,0,1
Rutger_Hauer,0,2
Rutger_Hauer,1,2
S,0,1
San_Diego_Comic-Con,0,1
San_Diego_Comic-Con,0,2
San_Diego_Comic-Con,1,2
Saturday_Night_Live,0,1
Saturday_Night_Live,0,2
Saturday_Night_Live,1,2
Scarlett_Johansson,0,1
Second_screen,0,1
Second_screen,0,2
Second_screen,1,2
See_(TV_series),0,1
See_(TV_series),0,2
See_(TV_series),1,2
Serie_A,0,1
Shallow_(Lady_Gaga_and_Bradley_Cooper_song),0,1
Shazam!_(film),0,1
Shazam!_(film),0,2
Shazam!_(film),1,2
Somebody_to_Love_(Queen_song),0,1
Somebody_to_Love_(Queen_song),0,2
Somebody_to_Love_(Queen_song),1,2
Sony_Pictures,0,1
Sony_Pictures,0,2
Sony_Pictures,1,2
SpaceX,0,1
Speedball_(drug),0,1
Speedball_(drug),0,2
Speedball_(drug),1,2
Star_Trek_Into_Darkness,0,1
Star_Trek_Into_Darkness,0,2
Star_Trek_Into_Darkness,1,2
Star_Wars_sequel_trilogy,0,1
Sudden_unexpected_death_in_epilepsy,0,1
Sudden_unexpected_death_in_epilepsy,0,2
Sudden_unexpected_death_in_epilepsy,1,2
Taxi_Driver,0,1
Taxi_Driver,0,2
Taxi_Driver,1,2
Team_Trees,0,1
Team_Trees,0,2
Team_Trees,1,2
Technological_singularity,0,1
Technological_singularity,0,2
Technological_singularity,1,2
Ted_Bundy,0,1
Ted_Bundy,0,2
Ted_Bundy,1,2
"Tesla,_Inc",0,1
"Tesla,_Inc",0,2
"Tesla,_Inc",1,2
Tesla_Cybertruck,0,1
Tesla_Cybertruck,0,2
Tesla_Cybertruck,1,2
Thanos,0,1
Thanos,0,2
Thanos,1,2
The_Act_(TV_series),0,1
The_Act_(TV_series),0,2
The_Act_(TV_series),1,2
The_Bells_(Game_of_Thrones),0,1
The_Bells_(Game_of_Thrones),0,2
The_Bells_(Game_of_Thrones),1,2
The_Bitch_Is_Back,0,1
The_Bitch_Is_Back,0,2
The_Bitch_Is_Back,1,2
The_Conjuring_Universe,0,1
The_Conjuring_Universe,0,2
The_Conjuring_Universe,1,2
The_Crown_(TV_series),0,1
The_Crown_(TV_series),0,2
The_Crown_(TV_series),1,2
The_Departed,0,1
The_Departed,0,2
The_Departed,1,2
The_Fame,0,1
The_Fat_Blue_Line,0,1
The_Fat_Blue_Line,0,2
The_Fat_Blue_Line,1,2
The_Godfather,0,1
The_Godfather,0,2
The_Godfather,1,2
The_Highwaymen_(film),0,1
The_Highwaymen_(film),0,2
The_Highwaymen_(film),1,2
The_Irishman,0,1
The_Irishman,0,2
The_Irishman,1,2
The_Iron_Throne_(Game_of_Thrones),0,1
The_Iron_Throne_(Game_of_Thrones),0,2
The_Iron_Throne_(Game_of_Thrones),1,2
The_King_of_Comedy_(film),0,1
The_King_of_Comedy_(film),0,2
The_King_of_Comedy_(film),1,2
The_Lion_King_(2019_film),0,1
The_Lion_King_(2019_film),0,2
The_Lion_King_(2019_film),1,2
The_Long_Night_(Game_of_Thrones),0,1
The_Long_Night_(Game_of_Thrones),0,2
The_Long_Night_(Game_of_Thrones),1,2
The_Mandalorian,0,1
The_Mandalorian,0,2
The_Mandalorian,1,2
The_Squad_(United_States_Congress),0,1
The_Squad_(United_States_Congress),0,2
The_Squad_(United_States_Congress),1,2
The_Witcher_(TV_series),0,1
The_Witcher_(TV_series),0,2
The_Witcher_(TV_series),1,2
TikTok,0,1
TikTok,0,2
TikTok,1,2
Todd_Phillips,0,1
Todd_Phillips,0,2
Todd_Phillips,1,2
Toy_Story_4,0,1
Toy_Story_4,0,2
Toy_Story_4,1,2
Uncanny_valley,0,1
United_States,0,1
United_States_Congress,0,1
United_States_Congress,0,2
United_States_Congress,1,2
United_States_House_of_Representatives,0,1
United_States_House_of_Representatives,0,2
United_States_House_of_Representatives,1,2
United_States_Senate,0,1
United_States_Senate,0,2
United_States_Senate,1,2
Us_(2019_film),0,1
Us_(2019_film),0,2
Us_(2019_film),1,2
Victory_Lap_(Nipsey_Hussle_album),0,1
Victory_Lap_(Nipsey_Hussle_album),0,2
Victory_Lap_(Nipsey_Hussle_album),1,2
Vine_(service),0,1
Vine_(service),0,2
Vine_(service),1,2
Vito_Corleone,0,1
Vito_Corleone,0,2
Vito_Corleone,1,2
Warren_Beatty,0,1
War_(2019_film),0,1
We_Will_Rock_You,0,1
We_Will_Rock_You,0,2
We_Will_Rock_You,1,2
Will_Smith,0,1
Will_Smith,0,2
Will_Smith,1,2
Winterfell_(Game_of_Thrones_episode),0,1
Winterfell_(Game_of_Thrones_episode),0,2
Winterfell_(Game_of_Thrones_episode),1,2
Wonder_Woman_(2017_film),0,1
Woody_Harrelson,0,1
Woody_Harrelson,0,2
Woody_Harrelson,1,2
YouTube,0,1
YouTube,0,2
YouTube,1,2
Zac_Efron,0,1
Zac_Efron,0,2
Zac_Efron,1,2
